Subject Code,Course Number,Course Title
CAR,301,Advanced 3D Animation and Visual Effects
CAR,302,Previz and Character Development for Animation
CAR,330,Topics in Computer Gaming II
CAR,340,Computer Gaming
CAR,341,Audio Production and Recording II
CAR,401,Animation Workshop I
CAR,402,Visual Effects Workshop I
CAR,415,History of Animation
CAR,430,Computer Art Seminar
CAR,432,Senior Project
CAR,499,Honors Capstone Project
CAR,501,Animation Workshop II
CAR,502,Visual Effects Workshop II
CAR,520,Topics in Electronic Environments
CAR,530,Special Topics in Computer Art
CAS,101,First Year Forum
CAS,102,Summer Start Seminar
CAS,104,Generation One Scholars Learning Community Seminar
CAS,133,Introduction to the History of Architecture I
CAS,134,Introduction to the History of Architecture II
CAS,180,International Course
CAS,201,Transfer Forum
CAS,280,International Course
CAS,311,Living in a Global Environment
CAS,411,Living in a Global Environment
CEE,271,Environmental Chemistry and Analysis
CEE,273,Introduction to Geomatics and BIM
CEE,274,Sustainability in Civil and Environmental Systems
CEE,275,Infrastructure and Society
CEE,325,Mechanics of Materials
CEE,326,Engineering Materials
CEE,327,Prin of Fluid Mechanics
CEE,329,"Probability, Statistics and Risk for Civil and Environmental Engineering"
CEE,331,Analysis of Structures and Materials
CEE,332,Design of Concrete Structures
CEE,337,Introduction to Geotechnical Engineering
CEE,338,Foundation Engineering
CEE,341,Introduction to Environmental Engineering
CEE,352,Water Resources Engineering
CEE,361,Evolution of an Infrastructure Project
CEE,362,Infrastructure Design Capstone
CEE,401,Construction Engineering and Project Management
CEE,405,Construction Estimating and Scheduling
CEE,413,Physical Hydrology
CEE,430,Environmental Organic Chemistry
CEE,433,Intermediate Structural Analysis
CEE,442,Treatment Processes in Environmental Engineering
CEE,443,Transportation Engineering
CEE,450,Environmental Risk Assessment and Toxicology
CEE,457,Biogeochemistry
CEE,463,Introduction to Sustainable Engineering
CEE,465,Modern Urban Infrastructure
CEE,471,Environmental Chemistry and Analysis
CEE,472,Applied Env Microbiology
CEE,473,Transp Procss/Env Engrng
CEE,475,Civil and Environmental Engineering Design
CEE,478,Rehabilitation of Civil Infrastructure
CEE,490,Independent Study
CEE,499,Honors Capstone Project
CEE,520,Building Information Modeling
CEE,529,Risk Anlys in Civ Engin
CEE,535,Strctrl Steel Design
CEE,536,Prestrssd Concrete Design
CEE,538,Dynamics of Structures
CEE,545,Pavement Design
CEE,548,Engineering Economics and Technology Valuation
CEE,549,Designing with Geofoam
CEE,551,Energy Conversion
CEE,552,Building Environmental Measurements and Controls
CEE,553,HVAC Systems Analysis and Design
CEE,554,Prin Envrn Toxicology
CEE,555,Hazardous Waste Mgmt
CEE,558,Solid Wastes: Collection and Disposal
CEE,562,Air Resources I
CEE,570,Water&Wastewtr Trtmnt Des
CEE,571,Water Quality Modeling
CEE,577,Urban Stormwater Management
CEE,584,Designg W/Geosynthetics
CEE,588,Principles of Wind Turbines
CEN,212,Experimental Methods in Chemical Engineering and Bioengineering
CEN,231,Mass and Energy Balances
CEN,252,Chemical Engineering Thermodynamics I
CEN,311,Chemical Engineering Laboratory I
CEN,333,Fluid Transport
CEN,341,Fundamentals of Heat and Mass Transfer
CEN,353,Chemical Engineering Thermodynamics II
CEN,390,Research In CEN
CEN,400,Selected Topics
CEN,412,Chemical Engineering Laboratory II
CEN,421,Biochemical Engineering
CEN,429,Methods in Materials Characterization
CEN,433,Drug Delivery
CEN,442,Heat and Mass Transfer Operations
CEN,450,Environmental Risk Assessment & Toxicology
CEN,451,Molecular and Statistical Thermodynamics
CEN,455,Materials for Energy Systems
CEN,461,Environmental Chemistry and Analysis
CEN,462,"Biofuels, Bioproducts, and Biorefining"
CEN,472,Applied Env Microbiology
CEN,473,Biomanufacturing
CEN,474,Process Design
CEN,490,Independent Study
CEN,499,Honors Capstone Project
CEN,500,Selected Topics
CEN,520,"Radiochemistry, Nuclear Fuel Reprocessing and Nonproliferation"
CEN,540,Experiential Studies in Nuclear Technology
CEN,551,Biochemical Engineering
CEN,561,Polymer Science & Engineering
CEN,562,Air Resources I
CEN,565,Bioremediation
CEN,567,Biotechnology
CEN,573,Principles and Design in Air Pollution Control
CEN,575,Process Control
CEN,576,Green Engineering
CEN,587,Chemical Reaction Engineering
CEN,590,Recent Advances In CEN
CFE,230,Intergroup Dialogue
CFE,300,Selected Topics
CFE,362,"Youth, Schooling and Popular Culture"
CFE,400,Selected Topics
CFE,444,Schooling & Diversity
CFE,445,"Indigenous Knowledge, Identity, and Learning"
CHE,103,Chemistry in the Modern World
CHE,106,General Chemistry Lecture I
CHE,107,General Chemistry Laboratory I
CHE,109,General Chemistry Lecture I (Honors and Majors)
CHE,113,Forensic Science
CHE,116,General Chemistry Lecture II
CHE,117,General Chemistry Laboratory II
CHE,119,General Chemistry Lecture II (Honors and Majors)
CHE,129,General Chemistry Laboratory I (Honors and Majors)
CHE,139,General Chemistry Laboratory II (Honors and Majors)
CHE,275,Organic Chemistry I
CHE,276,Organic Chemistry I Laboratory
CHE,280,International Course
CHE,290,Independent Study
CHE,325,Organic Chemistry II
CHE,326,Organic Chemistry II Laboratory
CHE,335,Chemical and Biochemical Analysis with Laboratory
CHE,346,Physical Chemistry I
CHE,347,Physical-Analytical Chem Lab
CHE,356,Physical Chemistry II
CHE,357,Physical Chemistry Laboratory
CHE,400,Selected Topics
CHE,411,Inorganic Chemistry
CHE,412,Metals in Medicine
CHE,414,Introduction to Medicinal Chemistry
CHE,422,Inorganic Laboratory Technique
CHE,427,Organic Chemistry of Biological Molecules
CHE,436,Advanced Physical Chemistry
CHE,444,Forensic Chemical Analysis
CHE,450,Introduction to Chemical Research
CHE,470,Experience Credit
CHE,474,Structural and Physical Biochemistry
CHE,477,Proteins and Nucleic Acids Lab
CHE,490,Independent Study
CHE,499,Honors Capstone Project
CHE,533,The Science and Artisanship of Glass
CHE,546,Molecular Spectroscopy and Structure
CHE,575,Organic Spectroscopy
CHI,101,Chinese I
CHI,102,Chinese II
CHI,201,Chinese III
CHI,202,Chinese IV
CHI,301,Chinese V
CHI,302,Chinese VI
CHI,312,Introduction to Translating Chinese
CHI,400,Selected Topics
CHI,401,Advanced Chinese III
CHI,402,Advanced Chinese IV
CIS,151,Fundamentals of Computing and Programming
CIS,223,Statistical Reasoning and Practice
CIS,252,Elements of Computer Science
CIS,321,Introduction to Probability and Statistics
CIS,341,Computer Organization & Programming Systems
CIS,342,Introduction to Systems Programming
CIS,351,Data Structures
CIS,352,Programming Language: Theory & Practice
CIS,375,Introduction to Discrete Mathematics
CIS,380,International Course
CIS,386,Principles of Computer System Design
CIS,390,Honors Seminar in Computer & Information Science
CIS,400,Selected Topics
CIS,425,Introduction to Computer Graphics
CIS,428,Introduction to Cryptography
CIS,440,Topics in Mobile Programming
CIS,444,Mobile Application Programming
CIS,451,Modern Programming in Java
CIS,453,Software Specification and Design
CIS,454,Software Implementation
CIS,458,Data Networks: Basic Principles
CIS,467,Introduction to Artificial Intelligence
CIS,468,Natural Language Processing
CIS,470,Experience Credit
CIS,471,Optimization Methods
CIS,473,Automata and Computability
CIS,477,Introduction to Analysis of Algorithms
CIS,478,Introduction to Quantum Computing
CIS,487,"Access Control, Security and Trust"
CIS,489,Mobile Systems Security
CIS,490,Independent Study
CIS,499,Honors Capstone Project
CIS,500,Selected Topics
CIS,531,Compiler Construction
CIS,543,Control of Robots
CIS,545,Introduction to Combinatorics
CIS,553,Software Systems Implementation
CIS,554,Object Oriented Programming in C++
CIS,563,Introduction to Data Science
CIS,565,Introduction to Artificial Neural Networks
CIS,567,Knowledge Representation and Reasoning
CIS,581,Concurrent Programming
CLA,421,Classical Mythology
CLB,300,Selected Topics
CLR,140,Clarinet/Non Music Majors
CLR,145,Clarinet/Music Majors
CLR,146,Clarinet/Music Majors
CLR,240,Clarinet/Non Music Majors
CLR,245,Clarinet/Music Majors
CLR,246,Clarinet/Music Majors
CLR,340,Clarinet/Non Music Majors
CLR,345,Clarinet/Music Majors
CLR,346,Clarinet/Music Majors
CLR,349,Clarinet/Perform Honors
CLR,440,Clarinet/Non Music Majors
CLR,445,Clarinet/Music Majors
CLR,446,Clarinet/Music Majors
CLR,449,Clarinet/Perform Honors
CLR,540,Clarinet/Non Music Majors
CLR,545,Clarinet/Music Majors
CLR,546,Clarinet/Music Majors
CLS,105,College Learning Strategies
CMD,104,Fundamentals of Communications Design
CMD,251,Intro Communication Design I
CMD,252,Intro Communication Design II
CMD,270,Experience Credit
CMD,281,Design Methods
CMD,282,Design Skills & Processes
CMD,351,Problem Solving Strategies
CMD,352,Design Project Management
CMD,450,Communication Design Problems
CMD,451,Design Research
CMD,452,Portfolio & Practice
CMD,499,Honors Capstone Project
CMD,550,Communication Design Problems
COG,100,Selected Topics
COG,200,Selected Topics
COG,301,Introduction to Cognitive Science
COG,490,Independent Study
COM,101,Practical Grammar for Public Communications
COM,107,Communications and Society
COM,117,Multimedia Storytelling
COM,180,International Course
COM,200,Selected Topics
COM,300,Selected Topics
COM,337,"Real News, Fake News: Literacy for the Information Age"
COM,344,Diversity and Media Issues
COM,346,"Race, Gender, and the Media"
COM,348,Beauty and Diversity in Fashion Media
COM,350,"Topics in Media, Diversity and Inclusion"
COM,400,Selected Topics
COM,408,Advertising and Public Relations Law
COM,415,Digital Nation
COM,425,"Social Platforms, Processes, and Perspectives"
COM,427,Social Media for Communicators
COM,430,Topics in Digital Media Content Strategies
COM,434,Trendspotting in Digital Media
COM,442,International Communications in European Media
COM,470,Experience Credit
COM,475,NYC Communications Industry Practicum
COM,490,Independent Study
COM,499,Honors Capstone Project
COM,500,Selected Topics
COM,505,Communications  Law for Journalists
COM,506,"Communications Law for Television, Radio, Film"
COM,507,Communications Law for Advertising and Public Relations
COM,509,Communications Law for Public Communicators
COM,527,International Communications
COU,101,Developmental Issues of College Age Adults
COU,585,General Counseling Methods
CPS,100,Selected Topics
CPS,155,Introduction to Cyber Security
CPS,181,Introduction to Computing
CPS,185,Introduction to Animation and Game Development
CPS,196,Introduction to Computer Programming
CPS,234,Introduction to Computational Thinking
CPS,290,Independent Study
CPS,300,Selected Topics
CPS,333,UNIX Operating System and Internet
CPS,335,JAVA programming for the Internet
CPS,430,Topics in Computational Science
CPS,490,Independent Study
CPS,501,Selected Topics
CPS,504,Introduction to C++
CPS,506,Introduction to C
CPS,551,Computer Organization & Operating System Design
CRL,100,Selected Topics
CRL,200,Selected Topics
CRL,300,Selected Topics
CRL,301,Introduction to Creative Leadership
CRL,311,Professional Issues in Creative Leadership
CRL,313,Strategic Leadership in Professional Studies
CRL,320,Coaching for Leaders
CRL,400,Selected Topics
CRL,406,Leading from Within
CRL,490,Independent Study
CRS,100,Selected Topics
CRS,125,Law and Legal Communication
CRS,181,Concepts & Perspectives in Communication Studies
CRS,183,Concepts and Perspectives in Rhetorical Studies
CRS,225,Public Advocacy
CRS,230,Intergroup Dialogue
CRS,270,Experience Credit
CRS,287,Foundations of Inquiry in Human Communication
CRS,290,Independent Study
CRS,303,Negotiating Identities Across Europe’s Borders
CRS,313,Nonverbal Communication
CRS,314,Performance Studies
CRS,315,Emerging Domains in Communication Studies
CRS,316,Introduction to Visual Culture
CRS,317,Innovation in Communication and Rhetoric
CRS,318,Fashion in Focus: Discourses and Meaning
CRS,323,Communication and Gender
CRS,325,Presentational Speaking
CRS,327,Speechwriting
CRS,328,Dialogue and Experience
CRS,331,Interpersonal Communication
CRS,333,Small Group Communication
CRS,334,Introduction to Argumentation
CRS,335,Leadership/Stewardship Communication
CRS,336,Communication and Organizational Diversity
CRS,337,"Race, Ethnicity and Communication"
CRS,338,Communication in Organizations
CRS,339,"Communication, Space and Design"
CRS,342,Cross-Cultural Management: Communicating in the Global Workplace
CRS,345,Topics in Debate
CRS,347,Mindful Communication Skills
CRS,355,Political Communication
CRS,360,Communication and Rhetorical Studies in Perspective
CRS,368,Rhetoric of Social Change
CRS,375,Rhetoric and Public Memory
CRS,377,"Communication, Nature & Sustainability"
CRS,383,Rhetorical Dimensions in Popular Culture
CRS,384,Discourse and Society
CRS,388,Hip Hop Cultures
CRS,415,Storytelling:Analysis and Performance of Narrative
CRS,416,Remix Culture
CRS,423,Contemporary Rhetorics of Gender and Sexuality
CRS,425,Advanced Public Speaking
CRS,426,Persuasion
CRS,430,Intercultural Communication
CRS,432,Political Communication: Inside the DC Beltway
CRS,435,Interviewing
CRS,436,Feminist Rhetoric(s)
CRS,439,Critical Whiteness Studies
CRS,444,Senior Capstone Seminar
CRS,446,Seminar in Legal Communication
CRS,447,Mindful Communication Theory
CRS,451,"Visual Culture Past and Present: Gender, Religion and Politics"
CRS,455,Rhetorical Criticism
CRS,466,Ethics in Human Communication
CRS,470,Experience Credit
CRS,475,Epidemic Rhetorics
CRS,483,Rhetoric of Film
CRS,490,Independent Study
CRS,499,Honors Capstone Project
CRS,531,Advances in Interpersonal Communication
CRS,532,Family Communication
CRS,535,Communication & Community
CRS,545,Issues in Argumentation
CRS,552,History of Rhetorical Theory
CRS,553,American Public Address
CRS,567,Rhetoric and Philosophy
CSD,212,Introduction to Communication Sciences and Disorders
CSD,300,Selected Topics
CSD,303,Communication in the Classroom
CSD,315,Anatomy and Physiology of the Speech and Hearing Mechanisms
CSD,316,Introduction to Applied Phonetics
CSD,325,Fundamentals of Hearing Sciences
CSD,345,Speech Science
CSD,409,Cognitive Neuroscience of Speech and Language
CSD,422,Development of Speech and Language
CSD,426,Sociocultural Bases for Communication
CSD,427,Speech and Language Disorders in Children
CSD,429,Basic Clinical Audiology
CSD,435,Aural Rehabilitation
CSD,436,"Impact of Hearing Loss: Health, happiness, relationships, work and hearing aids"
CSD,450,Clinical/Classroom Practicum
CSD,451,Clinical Methods in Speech-Language Pathology
CSD,477,Speech-Language Pathology in School Settings
CSD,499,Honors Capstone Project
CSE,261,Digital Logic Design
CSE,262,Digital Logic Design Laboratory
CSE,280,International Course
CSE,283,Introduction to Object-Oriented Design
